id,company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
543,Bank-Rakyat,16/8/2022,"Fun, productive and healthy culture","Fun and productive healthy culture. Its depends on the the department you are in but usually they take turn if need to stay back to finish some work. Very friendly, very loving ang supportive eventhough dealing with customer can be very stressfull but the company is so much fun.. Learning alot with my boss",5,TEMPORARY CLERK,Klang,former,5,4,3,5,5,,,1,0,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews
544,Public-Bank-Berhad,15/8/2022,Fast paced and very old school method,"You got to really have passion before joining in banking sector. If you really wanted a work life balance kind of work, then this is not for you. Overall for me, I learned alot and I have a really supportive colleagues which make my life much more easier to cope up with all the problems.",4,Management trainee,Ipoh,former,3,4,4,4,4,,,7,120,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=120
545,HSBC,13/8/2022,Fast paced and quite stressful,"Working in a call center can be stressful but the pay is great. Some managers can be unhelpful, but some were great. The people there especially team members were amazing too",4,Customer Service Representative,Cyberjaya,former,3,5,4,3,4,,,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
546,Public-Bank-Berhad,13/8/2022,Good place to start working with good and friendly colleagues.,Pros - helpful staff and seniors - good bonus - medical benefit - staff loans Cons - work environment - no work life balance . Just work - long hours work - slow promotion,4,Assistant manager,Kuala Lumpur,former,1,4,4,3,1,,,7,120,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=120
547,Public-Bank-Berhad,13/8/2022,Dull working environment,"working in branch as credit officer is the worst job position ever. you have to do tons of credit admin job, cross-selling, source for new loans, credit processing and more. not to mention, the sales staff in the bank (sales and marketing executive - sme) is the stupidest position ever, act like messenger and has minimal credit knowledge.",3,"Senior Executive, Credit Department",Selangor,former,2,4,3,3,2,"good bonus and increment, medical claim","no working balance, old style management",7,120,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=120
548,maybank,8/8/2022,Fun to work.with,Many thing can learn. Also you can enjoy to work and collaborate with many department on giving them support from hardware and software. And also provide them training on new system.,5,IT Officer (Intern),Labuan,former,5,5,5,5,5,,,5,80,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=80
549,RHB Bank Berhad,8/8/2022,Good workplace to start as a freshie.,"Really good experience. Must be active & fast learner to be there. As csa, you need to figure it out the solutions for the problems but dont worry, the staffs were friendly & very helpful. Medium range for the pay.",4,Customer Service,Petaling,former,4,3,4,4,5,,,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
550,Bank-Rakyat,4/8/2022,Fun and relaxing,But no clear career path for sales scheme. Always hire new people without considering career advancement for existing staff. Overall it is a very pleasant feeling working at bank rakyat,5,SALES,Sungai Buloh,former,3,5,3,3,4,,,1,0,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews
551,Cimb-Group,4/8/2022,Fast pace working environment with rewarding career,"Excellent place to gain experience and understand the whole banking business. Working as an RM in CIMB provides me the opportunity to earn and advance my career faster than my peers. Although I was skeptical about accepting sales position but with the guidance from everyone, I hope I would have joined much earlier, especially when the market was booming!!",4,Relationship Manager,KL,current,5,5,5,4,4,Excellent remuneration & incentives,Highly competitive,4,60,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=60
552,United Overseas Bank,4/8/2022,工作环境很好。,"most of the times colleagues willing to help along. No OT require for my team , On and off most of time. manage to have work life balance",4,Senior Executive Assistant,Kuala Lumpur,current,4,4,3,3,5,no OT,slow promotion at operation team even after five years persue,3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
553,Public-Bank-Berhad,2/8/2022,First Job,Great collogues there to help and assist you. Great environment. Normal working hours. Worklife balance was manageable. But the sales targets were high and stressful to achieve due to pandemic constrain.,4,Financial Executive,Shah Alam,former,5,3,3,4,1,,,7,120,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=120
554,HSBC,30/7/2022,Fun working place & place to learn,Working in Hsbc is my first time experience in banking industries and they do provide a lot of support & learning platform. Having a great team and supportive team leaders is one of the key. With digitalize system make our job more efficient and easier. Great workplace to work and great culture. The most enjoyable is we don't need to dress up very formal and the medical benefits is great and we had ME day once in a month so we can go back from work a bit earlier.,4,Senior Customer Service & Sales Representative,Leboh Ampang,former,5,5,4,4,4,,,3,40,https://malaysia.indeed.com/cmp/HSBC/reviews?start=40
555,maybank,30/7/2022,Productive,Good for career growth Good management you must agile and have a good vision on job Well experience staff Helpful staff Fast paced working area Critical business area,4,Young Bankers Internship Programme,Tampin,former,3,5,5,3,4,Free lunch & friendly staff,,5,80,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=80
556,Bank-Rakyat,28/7/2022,Nice colleagues and supervisor,"The workers are friendly but the job scope for an intern is not clearly stated before starting. In my experience, the supervisor will randomly ask to assist the staff in one or two departments they need help with.",5,Intern,Perak,former,3,4,3,3,3,"Have allowance for intern, friendly colleagues",Office politics,1,0,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews
557,Cimb-Group,21/7/2022,The best environment,Very happy because all the colleagues very sporting and friendly. Manager very fun and friendly person who like help their team to achieve the target if they have target to achieve,5,Customer Service,Kuala Lumpur,former,5,5,5,5,5,,,5,80,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=80
558,United Overseas Bank,21/7/2022,Foreign Bank,"Outdated system and processes are very manual, lots of excel reports to prepare, many levels of system approvals going through different departments. Mostly good colleagues that are very friendly and willing to guide.",3,Analyst,Kuala Lumpur,current,2,4,4,3,4,"Bank benefits, block leave",No work life balance,3,40,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=40
559,RHB Bank Berhad,20/7/2022,No words,Simply very torturing TL. Always torturing to do other team's work. But never paid extra to the extra work we do for that other team . Never get relaxed break.,1,Inbound Officer,Kuala Lumpur,former,1,1,1,1,1,Ntg,Everything,4,60,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=60
560,Public-Bank-Berhad,18/7/2022,Well rewarding if you are able to perform,Demanding sales and target based. You need to be ready to spend hours working with the bank. Good colleagues if you happen to be in a branch that wants to strive to perform. Old school kind of management.,4,Manager,Penang,current,3,4,4,3,3,,,7,120,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=120
561,HSBC,14/7/2022,Don’t work here,Honestly made me depressed. I’m looking for something else. I need to get out. Don’t bother with this place. It sucks. Everyone is horrible and it’s such a toxic environment,2,Global Support Executive,Kuala Lumpur,current,1,1,1,1,1,,,4,60,https://malaysia.indeed.com/cmp/HSBC/reviews?start=60
562,maybank,12/7/2022,Good investment on career,"Pros: High-performance work culture Good for experience and career enhancement Protection in salary and benefits Cons : Very busy and stressfull, working in long hours You might meet with toxic team who are not reflect Maybank culture and values",4,CREDIT ADMIN EXECUTIVE & BRANCH EXECUTIVE,FEDERAL TERRITORY & PENANG,former,2,5,5,4,3,,,5,80,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=80
563,bank islam,8/7/2022,Great experience for fresh grad,"good environment, friendly colleagues and manager. Everyone very helpful. Got present everytime for birthday. The hardest part is sometimes had to work on saturday and sunday.",5,Collection Officer,Kuala Lumpur,former,0,0,0,0,0,,,2,20,https://malaysia.indeed.com/cmp/Bank-Islam/reviews?start=20
564,Ocbc,8/7/2022,Transportation is convenient,Senior colleague are friendly and is willing to guide you and is willing to provide feedback on personal performance. Good working environment and convenient.,4,Internship trainee,Kuala Lumpur,former,3,3,3,3,3,Free lunch,Long working hours,2,20,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=20
565,Public-Bank-Berhad,4/7/2022,Comfort and stable,"If you're looking for security, this is the company you should apply for. Good salary and good benefits. Stable and comfortable. you just need to do the same things everyday.",5,COMPLIANCE OFFICER,Kuala Lumpur,former,4,5,5,4,3,"Benefit, salary, colleagues",Work,7,120,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=120
566,HSBC,25/6/2022,Good place to work.,Work there for 10 years. Alot of benefits. Good management. Salary high. You increments based on your performance. Area of growth is there and you need to put your efforts for it,5,Customer service executive,Cyberjaya,former,4,5,5,3,5,Can work as team,Mostly shift works,4,60,https://malaysia.indeed.com/cmp/HSBC/reviews?start=60
567,HSBC,23/6/2022,Work life balance and good mental wellbeing,Companies focuses on employee mental health wellbeing and have many internal programmes to enhance your career development and improves your skillset. The team that I work with is very open to feedback and supportive towards each other's growth.,4,Senior Product Manager,Malaysia,former,5,4,5,5,5,,,4,60,https://malaysia.indeed.com/cmp/HSBC/reviews?start=60
